model,waic,waic_se,waic_weight,looic,looic_se,looic_weight
fit1,1753.4502056024824,32.0210168467692,0.7430463245994345,1753.5478484877374,32.040015903308046,0.7480718560108534
fit3,1756.482862349794,32.51310608354676,0.16311084774035134,1756.5861330887042,32.530623196616226,0.16375259751275226
fit2,1758.1045743711918,32.36926937988613,0.07249908973968845,1758.1615148354058,32.37894378356924,0.07449007266680704
